"","species","countryCode","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","decimalLongitude.1","decimalLatitude.1","optional"
"234623","Peltophorum dubium","BR","Mg","Campus UFV",-42.881667,-20.754167,NA,1802874198,"Fabaceae","SPECIES",NA,1998,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234624","Piptadenia gonoacantha","BR","Mg","Mata da Biologia UFV-Viçosa",-42.881667,-20.754167,NA,1802874230,"Fabaceae","SPECIES",NA,1997,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234625","Chloroleucon tortum","BR","Mg","Mata do Paraiso-Viçisa",-42.881667,-20.754167,NA,1802874240,"Fabaceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234626","Myrcia guianensis","BR","Mg","Estrada Camargos",-43.401917,-20.277056,NA,2239723723,"Myrtaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.401917,-20.277056,TRUE
"234627","Syzygium jambos","BR","Mg","Paracatu de Baixo",-43.230806,-20.304861,NA,2239723788,"Myrtaceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.230806,-20.304861,TRUE
"234629","Eucalyptus camaldulensis","BR","Mg","Paracatu de Baixo",-43.229861,-20.250028,NA,2239723728,"Myrtaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.229861,-20.250028,TRUE
"234630","Inga vera","BR","Mg","Campus UFV",-42.881667,-20.754167,NA,1802874192,"Fabaceae","SPECIES",NA,1978,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234631","Corymbia citriodora","BR","Mg","Apiario Sta Rita",-43.227222,-19.619722,NA,1802872864,"Myrtaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234632","Corymbia citriodora","BR","Mg","Itabira",-43.227222,-19.619722,NA,1802872876,"Myrtaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234634","Corymbia citriodora","BR","Mg","Apiario Sta Rita",-43.227222,-19.619722,NA,1802872789,"Myrtaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234635","Corymbia citriodora","BR","Mg","Itabira",-43.227222,-19.619722,NA,1802872906,"Myrtaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234636","Schinus terebinthifolia","BR","Mg","Paracatu de Baixo",-43.223222,-20.307556,NA,2239723766,"Anacardiaceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.223222,-20.307556,TRUE
"234640","Schizolobium parahyba","BR","Mg","Campus UFV",-42.881667,-20.754167,NA,1802874223,"Fabaceae","SPECIES",NA,1980,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234644","Schinus terebinthifolia","BR","Mg","Estrada Campinas",-43.207861,-20.298556,NA,2239723734,"Anacardiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.207861,-20.298556,TRUE
"234645","Eremanthus crotonoides","BR","Mg","Estrada Camargos",-43.398333,-20.28675,NA,2239723787,"Asteraceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.398333,-20.28675,TRUE
"234646","Caesalpinia pulcherrima","BR","Mg","Bento Rodrigues",-43.419583,-20.234611,NA,2239723747,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.419583,-20.234611,TRUE
"234647","Erythrina speciosa","BR","Mg","Bento Rodrigues",-43.417639,-20.236806,NA,2239723782,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.417639,-20.236806,TRUE
"234648","Senna silvestris","BR","Mg","Bento Rodrigues",-43.419583,-20.234611,NA,2239723803,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.419583,-20.234611,TRUE
"234650","Diplusodon virgatus","BR","Mg","Bento Rodrigues",-43.419583,-20.234611,NA,2239723762,"Lythraceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.419583,-20.234611,TRUE
"234652","Byrsonima sericea","BR","Mg","Estrada Campinas",-43.207861,-20.298556,NA,2239723670,"Malpighiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.207861,-20.298556,TRUE
"234653","Hymenolobium janeirense","BR","Mg","Campus UFV",-42.881667,-20.754167,NA,1802874166,"Fabaceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234654","Inga cylindrica","BR","Mg","Campus UFV",-42.881667,-20.754167,NA,1802874185,"Fabaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234655","Inga laurina","BR","Mg","Campus UFV",-42.881667,-20.754167,NA,1802874202,"Fabaceae","SPECIES",NA,1997,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234656","Ricinus communis","BR","Mg","Bento Rodrigues",-43.417083,-20.23775,NA,2239723761,"Euphorbiaceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.417083,-20.23775,TRUE
"234657","Mimosa bimucronata","BR","Mg","Bento Rodrigues",-43.419583,-20.234611,NA,2239723725,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.419583,-20.234611,TRUE
"234658","Senna alata","BR","Mg","Paracatu de Baixo",-43.229861,-20.304889,NA,2239723673,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.229861,-20.304889,TRUE
"234667","Cedrela fissilis","BR","Mg","LAOC/UFV",-42.881667,-20.754167,NA,1802872847,"Meliaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234670","Melia azedarach","BR","Mg","LAOC/UFV",-42.881667,-20.754167,NA,1802872828,"Meliaceae","SPECIES",NA,1983,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234671","Ricinus communis","BR","Mg","Mariana/UFOP/Funed",-43.413611,-20.381667,NA,1802871882,"Euphorbiaceae","SPECIES",NA,1989,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.413611,-20.381667,TRUE
"234672","Bathysa nicholsonii","BR","Mg","Campus UFV",-42.881667,-20.754167,NA,1802875017,"Rubiaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234673","Coutarea hexandra","BR","Mg","Mata da Biologia Viçosa",-42.881667,-20.754167,NA,1802874986,"Rubiaceae","SPECIES",NA,1982,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234674","Guettarda viburnoides","BR","Mg","Campus UFV",-42.881667,-20.754167,NA,1802874997,"Rubiaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234675","Colubrina glandulosa","BR","Mg","Campus UfV",-42.881667,-20.754167,NA,1802874979,"Rhamnaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234676","Allophylus edulis","BR","Mg","Mata Silvicultura - Viçosa",-42.881667,-20.754167,NA,1802874967,"Sapindaceae","SPECIES",NA,1993,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234678","Amaioua guianensis","BR","Mg","Campus UFV",-42.881667,-20.754167,NA,1802874930,"Rubiaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234682","Anacardium occidentale","BR","Mg","Fazenda Sta Rita - Itabira",-43.227222,-19.619722,NA,1802870821,"Anacardiaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234683","Anacardium occidentale","BR","Mg","Fazenda Sta Rita - Itabira",-43.227222,-19.619722,NA,1802870820,"Anacardiaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234684","Calophyllum brasiliense","BR","Mg","Parque Estadual do Rio Preto-S.Gonçalo do Rio Preto",-43.361944,-19.826111,NA,1802874470,"Calophyllaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234689","Citrus medica","BR","Mg","Apiario Barao de Cocais",-43.4875,-19.946389,NA,1802873222,"Rutaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234690","Mabea fistulifera","BR","Mg","Sta Rita/Funed",-43.227222,-19.619722,NA,1802871894,"Euphorbiaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234691","Mangifera indica","BR","Mg","Apiário Pio",-43.4875,-19.946389,NA,1802870841,"Anacardiaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234692","Mangifera indica","BR","Mg","Apiário Pio",-43.4875,-19.946389,NA,1802870834,"Anacardiaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234693","Schinus terebinthifolia","BR","Mg","UFOP - Funed",-43.508333,-20.288056,NA,1802870833,"Anacardiaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508333,-20.288056,TRUE
"234694","Schinus terebinthifolia","BR","Mg","UFOP - Funed",-43.508333,-20.288056,NA,1802870842,"Anacardiaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508333,-20.288056,TRUE
"234696","Schinus terebinthifolia","BR","Mg","Apiário Pio",-43.4875,-19.946389,NA,1802870844,"Anacardiaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234698","Schinus terebinthifolia","BR","Mg","Apiário Pio",-43.4875,-19.946389,NA,1802870836,"Anacardiaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234699","Schinus terebinthifolia","BR","Mg","Apiário Caraça - Sta Bárbara",-43.415556,-19.96,NA,1802870839,"Anacardiaceae","SPECIES",NA,1993,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.415556,-19.96,TRUE
"234700","Schinus terebinthifolia","BR","Mg","Ouro Preto",-43.508056,-20.287778,NA,1802870851,"Anacardiaceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508056,-20.287778,TRUE
"234701","Schinus terebinthifolia","BR","Mg","Ouro Preto",-43.508056,-20.287778,NA,1802870835,"Anacardiaceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508056,-20.287778,TRUE
"234703","Croton urucurana","BR","Mg","Viçosa/Teixeiras/PAMG/Funed",-42.881667,-20.754167,NA,1802871846,"Euphorbiaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234705","Citrus medica","BR","Mg","Apiario Barao de Cocais/Funed",-43.4875,-19.946389,NA,1802873197,"Rutaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234706","Croton urucurana","BR","Mg","Viçosa/Teixeiras/PAMG/Funed",-42.881667,-20.754167,NA,1802871878,"Euphorbiaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234707","Croton urucurana","BR","Mg","Viçosa/Teixeiras/PAMG/Funed",-42.881667,-20.754167,NA,1802871873,"Euphorbiaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234710","Annona dolabripetala","BR","Mg","UFOP - Funed",-43.508333,-20.288056,NA,1802870840,"Annonaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508333,-20.288056,TRUE
"234711","Annona dolabripetala","BR","Mg","UFOP - Funed",-43.508333,-20.288056,NA,1802870848,"Annonaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508333,-20.288056,TRUE
"234712","Bixa orellana","BR","Mg","Apiário Pio/Funed",-43.4875,-19.946389,NA,1802871611,"Bixaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234713","Bixa orellana","BR","Mg","Apiário Pio/Funed",-43.4875,-19.946389,NA,1802871564,"Bixaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234716","Syzygium jambos","BR","Mg","PETI-Cemig-S. Gonçalo do Rio Abaixo.",-43.361944,-19.826111,NA,1802874892,"Myrtaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234717","Psidium guajava","BR","Mg","PETI-Cemig-S. Gonçalo do Rio Abaixo.",-43.361944,-19.826111,NA,1802874880,"Myrtaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234719","Heisteria silvianii","BR","Mg","Viçosa",-42.881667,-20.754167,NA,1802874895,"Erythropalaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234720","Cordia sellowiana","BR","Mg","Estaçao Ecologica de Santa Barbara",-43.415556,-19.96,NA,1802874420,"Cordiaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.415556,-19.96,TRUE
"234721","Prunus persica","BR","Mg","UFOP/Funed",-43.508333,-20.288056,NA,1802873089,"Rosaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508333,-20.288056,TRUE
"234722","Cordia magnoliifolia","BR","Mg","Ufv",-42.881667,-20.754167,NA,1802874443,"Cordiaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234735","Myrcia splendens","BR","Mg","PETI-Cemig-S. Gonçalo do Rio Abaixo.",-43.361944,-19.826111,NA,1802874923,"Myrtaceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234738","Diospyros kaki","BR","Mg","UFOP/Funed",-43.508333,-20.288056,NA,1802871809,"Ebenaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508333,-20.288056,TRUE
"234748","Prunus persica","BR","Mg","UFOP/Funed",-43.508333,-20.288056,NA,1802873113,"Rosaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508333,-20.288056,TRUE
"234750","Sparattosperma leucanthum","BR","Mg","Mata do Paraiso-Viçosa",-42.881667,-20.754167,NA,1802874401,"Bignoniaceae","SPECIES",NA,1997,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234751","Roupala montana","BR","Mg","UFOP/Funed",-43.508333,-20.288056,NA,1802873035,"Proteaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508333,-20.288056,TRUE
"234753","Roupala montana","BR","Mg","UFOP/Funed",-43.508333,-20.288056,NA,1802873061,"Proteaceae","SPECIES",NA,1990,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508333,-20.288056,TRUE
"234754","Handroanthus chrysotrichus","BR","Mg","PETI-Cemig-S. Gonçalo do Rio Abaixo",-43.361944,-19.826111,NA,1802874390,"Bignoniaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234755","Senna macranthera","BR","Mg","Apiário Santa Rita/ Funed",-43.227222,-19.619722,NA,1802871690,"Fabaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234756","Senna multijuga","BR","Mg","Apiário Santa Rita/ Funed",-43.227222,-19.619722,NA,1802871649,"Fabaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234757","Senna macranthera","BR","Mg","Faz. Sta Rita/Funed",-43.227222,-19.619722,NA,1802871708,"Fabaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234758","Senna macranthera","BR","Mg","Faz. Sta Rita/Funed",-43.227222,-19.619722,NA,1802871675,"Fabaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234759","Sorocea guilleminiana","BR","Mg","Mata da Biologia UFV",-42.881667,-20.754167,NA,1802874899,"Moraceae","SPECIES",NA,1987,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234761","Senna macranthera","BR","Mg","Faz. Sta Rita/Funed",-43.227222,-19.619722,NA,1802871702,"Fabaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234762","Senna alata","BR","Mg","Apiário Pio/Barão de Cocais/Funed",-43.4875,-19.946389,NA,1802871689,"Fabaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234763","Senna alata","BR","Mg","Apiário Pio/Barão de Cocais/Funed",-43.4875,-19.946389,NA,1802871711,"Fabaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234764","Senna macranthera","BR","Mg","Faz. Sta Rita/Funed",-43.227222,-19.619722,NA,1802871684,"Fabaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234768","Miconia ibaguensis","BR","Mg","PETI-Cemig-S. Gonçalo do Rio Abaixo.",-43.361944,-19.826111,NA,1802874845,"Melastomataceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234769","Miconia ibaguensis","BR","Mg","PETI-Cemig-S. Gonçalo do Rio Abaixo.",-43.361944,-19.826111,NA,1802874807,"Melastomataceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234772","Miconia pusilliflora","BR","Mg","Campus UFV",-42.881667,-20.754167,NA,1802874836,"Melastomataceae","SPECIES",NA,1995,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234773","Miconia ligustroides","BR","Mg","PETI-Cemig-S. Gonçalo do Rio Abaixo.",-43.361944,-19.826111,NA,1802874846,"Melastomataceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234774","Trembleya parviflora","BR","Mg","PETI-Cemig-S. Gonçalo do Rio Abaixo.",-43.361944,-19.826111,NA,1802874827,"Melastomataceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234777","Miconia trianae","BR","Mg","BHCB-UFMG-origemPETI-Cemig-S. Gonçalo do Rio Abaixo.",-43.361944,-19.826111,NA,1802874805,"Melastomataceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234795","Byrsonima sericea","BR","Mg","PETI-Cemig-S. Gonçalo do Rio Abaixo.",-43.361944,-19.826111,NA,1802874703,"Malpighiaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234796","Byrsonima sericea","BR","Mg","PETI-Cemig-S. Gonçalo do Rio Abaixo.",-43.361944,-19.826111,NA,1802874717,"Malpighiaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234798","Diplusodon virgatus","BR","Mg","PETI-Cemig-S. Gonçalo do Rio Abaixo.",-43.361944,-19.826111,NA,1802874702,"Lythraceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234799","Trema micrantha","BR","Mg","Apiario do Caraça/Funed",-43.415556,-19.96,NA,1802873370,"Cannabaceae","SPECIES",NA,1993,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.415556,-19.96,TRUE
"234801","Aegiphila integrifolia","BR","Mg","Campus UFV",-42.881667,-20.754167,NA,1802875144,"Lamiaceae","SPECIES",NA,1999,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234804","Solanum latiflorum","BR","Mg","Mata do Paraiso-Viçosa",-42.881667,-20.754167,NA,1802875056,"Solanaceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234806","Eremanthus incanus","BR","Mg","Apiário Pio/Funed",-43.4875,-19.946389,NA,1802871184,"Asteraceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234807","Eremanthus incanus","BR","Mg","Apiário Pio/Funed",-43.4875,-19.946389,NA,1802871152,"Asteraceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234811","Symplocos pubescens","BR","Mg","Esc. Agriculura-UFV",-42.881667,-20.754167,NA,1802875131,"Symplocaceae","SPECIES",NA,1997,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234823","Solanum lycocarpum","BR","Mg","Funed/Apiario Pio",-43.4875,-19.946389,NA,1802873303,"Solanaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234824","Solanum lycocarpum","BR","Mg","Funed/Apiario Pio",-43.4875,-19.946389,NA,1802873304,"Solanaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234825","Solanum lycocarpum","BR","Mg","Funed/Apiario Pio",-43.4875,-19.946389,NA,1802873277,"Solanaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234826","Solanum lycocarpum","BR","Mg","Funed/Apiario Pio",-43.4875,-19.946389,NA,1802873282,"Solanaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.4875,-19.946389,TRUE
"234828","Solanum lycocarpum","BR","Mg","Sta. Rita/Funed",-43.227222,-19.619722,NA,1802873297,"Solanaceae","SPECIES",NA,1992,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234834","Solanum lycocarpum","BR","Mg","Faz.Sta. Rita-Itabira",-43.227222,-19.619722,NA,1802873331,"Solanaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234835","Solanum lycocarpum","BR","Mg","Faz.Sta. Rita-Itabira",-43.227222,-19.619722,NA,1802873343,"Solanaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234836","Solanum lycocarpum","BR","Mg","Funed/Apiario Sta. Rita",-43.227222,-19.619722,NA,1802873388,"Solanaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234837","Solanum lycocarpum","BR","Mg","Funed/Apiario Sta. Rita",-43.227222,-19.619722,NA,1802873319,"Solanaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.227222,-19.619722,TRUE
"234838","Aparisthmium cordatum","BR","Mg","Mata da silvicultura-UFV",-42.881667,-20.754167,NA,1802874579,"Euphorbiaceae","SPECIES",NA,1993,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234839","Citrus reticulata","BR","Mg","PETI-Cemig-S. Gonçalo do Rio Abaixo.",-43.361944,-19.826111,NA,1802875031,"Rutaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234840","Dictyoloma vandellianum","BR","Mg","Mata do Paraiso-Viçosa",-42.881667,-20.754167,NA,1802875061,"Rutaceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234842","Psychotria carthagenensis","BR","Mg","Mata da Silvicultura",-42.881667,-20.754167,NA,1802875009,"Rubiaceae","SPECIES",NA,1994,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234844","Anadenanthera colubrina","BR","Mg","Campus UFV",-42.881667,-20.754167,NA,1802874121,"Fabaceae","SPECIES",NA,1991,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-42.881667,-20.754167,TRUE
"234848","Trembleya laniflora","BR","Mg","Ouro Preto",-43.508056,-20.287778,NA,1802872814,"Melastomataceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508056,-20.287778,TRUE
"234849","Trembleya laniflora","BR","Mg","Ouro Preto",-43.508056,-20.287778,NA,1802872787,"Melastomataceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.508056,-20.287778,TRUE
"234853","Schinus terebinthifolia","BR","Mg","BHCB - UFMG origem: PETI - Cemig S. Gonçalo do Rio Abaixo",-43.361944,-19.826111,NA,1802873631,"Anacardiaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234855","Schinus terebinthifolia","BR","Mg","BHCB - UFMG origem: PETI - Cemig S. Gonçalo do Rio Abaixo",-43.361944,-19.826111,NA,1802873653,"Anacardiaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
"234856","Lithraea molleoides","BR","Mg","BHCB - UFMG origem: peti-Cemig - S. Gonçalo do Rio Abaixo",-43.361944,-19.826111,NA,1802873630,"Anacardiaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","FUNED","FUNED-POL",-43.361944,-19.826111,TRUE
