"","species","countryCode","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","geometry"
"6699","Kuhlmanniodendron apterocarpum","BR","Espírito Santo","Floresta Nacional de Goytacazes. NULL.",-40.086389,-19.436389,NA,2381365526,"Achariaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.086389, -19.436389)
"6700","Eugenia dichroma","BR","Espírito Santo","Povoação. Estrada de chão paralela ao rio Doce. Floresta aluvial caracterizada por cabruca.",-39.977222,-19.420833,NA,2416540975,"Myrtaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-39.977222, -19.420833)
"6701","Swartzia apetala","BR","Espírito Santo","Degredo",-40.124722,-19.223333,NA,2381369814,"Fabaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.124722, -19.223333)
"6702","Lonchocarpus cultratus","BR","Espírito Santo","Floresta Nacional de Goytacazes. NULL.",-40.086389,-19.436389,NA,2381368253,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.086389, -19.436389)
"6703","Guatteria sellowiana","BR","Espírito Santo","Bairro Morada do Ribeirão. Base Administrativa da Petrobras. Mata Ciliar em regeneração proximo ao córrego Estiva. Elevação 29 m.",-40.434722,-19.23,NA,2381365697,"Annonaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.434722, -19.23)
"6704","Salacia arborea","BR","Espírito Santo","Árvore crescendo ao lado oposto da entrada da trilha que da acesso a unidade amostral.",-39.896111,-19.431111,NA,2381367009,"Celastraceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-39.896111, -19.431111)
"6705","Andira fraxinifolia","BR","Espírito Santo","Propriedade do senhor Abdo.",-39.916111,-19.3725,NA,2381367147,"Fabaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-39.916111, -19.3725)
"6706","Guarea guidonia","BR","Espírito Santo","Propriedade do Sr. Waldemar Borges.",-39.896111,-19.431111,NA,2381368270,"Meliaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-39.896111, -19.431111)
"6707","Exostyles venusta","BR","Espírito Santo","Floresta Nacional de Goytacazes. Floresta sobre planície aluvial do rio Doce.",-40.086389,-19.436389,NA,2381369367,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.086389, -19.436389)
"6708","Cordia aberrans","BR","Espírito Santo","Floresta Nacional de Goytacazes. Floresta sobre planície aluvial do rio Doce.",-40.081389,-19.436944,NA,2381369932,"Cordiaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.081389, -19.436944)
"6709","Machaerium fulvovenosum","BR","Espírito Santo","Floresta Nacional de Goytacazes. Floresta sobre planície aluvial do rio Doce.",-40.086389,-19.436389,NA,2381369761,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.086389, -19.436389)
"6710","Eugenia platyphylla","BR","Espírito Santo","Propriedade do Sr. Carlos.",-39.966389,-19.395556,NA,2381368638,"Myrtaceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-39.966389, -19.395556)
"6711","Xylopia laevigata","BR","Espírito Santo","Bairro Liberdade. Vegetação de restinga próxima ao assentamento sem-terra. Perto da casa de D. Antônia Paneleira.",-40.350833,-19.24,NA,2381366985,"Annonaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.350833, -19.24)
"6712","Inga capitata","BR","Espírito Santo","Área de Cacimba próximo a praia e próximo de cavalo da Petrobrás.",-40.475,-19.486389,NA,2381369925,"Fabaceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.475, -19.486389)
"6713","Carpotroche brasiliensis","BR","Espírito Santo","Floresta Nacional de Goytacazes. Floresta sobre planície aluvial do rio Doce.",-40.086389,-19.436667,NA,2381366179,"Achariaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.086389, -19.436667)
"6714","Xylopia sericea","BR","Minas Gerais","Bento Rodrigues. Estrada para Santa Rita Durão.",-43.418333,-20.399722,NA,2381365870,"Annonaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-43.418333, -20.399722)
"6715","Duguetia sooretamae","BR","Espírito Santo","Bairro Liberdade. Mata de restinga pleistocênica.",-40.350833,-19.24,NA,2381366714,"Annonaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.350833, -19.24)
"6716","Anacardium occidentale","BR","Espírito Santo","Degredo.",-40.124722,-19.223333,NA,2381366494,"Anacardiaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.124722, -19.223333)
"6717","Dalbergia nigra","BR","Espírito Santo","Floresta Nacional de Goytacazes. Floresta sobre planície aluvial do rio Doce.",-40.086389,-19.436389,NA,2381368720,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.086389, -19.436389)
"6718","Senna cana","BR","Espírito Santo","Região dos Três Pontões, afloramento da dissertação do Herval.",-40.7075,-18.973889,NA,2416541524,"Fabaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.7075, -18.973889)
"6719","Myrcia eumecephylla","BR","Espírito Santo","Estrada nos limites da reserva a 300 m da sede.",-40.282778,-19.092222,NA,2416541473,"Myrtaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.282778, -19.092222)
"6720","Eschweilera ovata","BR","Espírito Santo","Degredo",-40.124722,-19.223333,NA,2381368840,"Lecythidaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.124722, -19.223333)
"6721","Xylopia laevigata","BR","Espírito Santo","Bairro Liberdade. Próximo a Pedra D´água.",-40.350833,-19.24,NA,2381365863,"Annonaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.350833, -19.24)
"6722","Duguetia sooretamae","BR","Espírito Santo","Bairro Litorâneo. Fragmentos de restinga plestocênica, seguindo uma estrada de terra, atrás do campus da UFES/CEUNES, bairro Litorâneo.",-40.084167,-19.214444,NA,2381365981,"Annonaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.084167, -19.214444)
"6723","Xylopia laevigata","BR","Espírito Santo","Próximo a poços de petróleo da Petrobrás. Vegetação de restinga de moita aberta, pleistocênica.",-40.066944,-19.406667,NA,2381365879,"Annonaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.066944, -19.406667)
"6724","Andira fraxinifolia","BR","Espírito Santo","Degredo",-40.124722,-19.223333,NA,2381367223,"Fabaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.124722, -19.223333)
"6725","Eugenia melanogyna","BR","Espírito Santo","Floresta Nacional de Goytacazes. Floresta sobre planície aluvial do Rio Doce.",-40.043611,-19.261389,NA,2416541379,"Myrtaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","SAMES","SAMES",c(-40.043611, -19.261389)
"6726","Trema micrantha","BR","","Hab. Est. Minas Gerais.",-42,-19.5,NA,2517082488,"Cannabaceae","SPECIES",NA,1967,"PRESERVED_SPECIMEN","","Botany",c(-42, -19.5)
"6727","Erythroxylum daphnites","BR","Minas Gerais","Santana do Riacho",-43,-19.35,NA,1228607108,"Erythroxylaceae","SPECIES",NA,1981,"PRESERVED_SPECIMEN","F","Botany",c(-43, -19.35)
"6728","Guarea macrophylla","BR","Espírito Santo","Rochedo. Prop. Ailton Corteleti",-40.801583,-18.955833,NA,1123813815,"Meliaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.801583, -18.955833)
"6729","Bougainvillea spectabilis","BR","Espírito Santo","Pedra redonda. Prop.Jorge Wrublewski",-40.769444,-18.975556,NA,1123813829,"Nyctaginaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.769444, -18.975556)
"6730","Andira ormosioides","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813874,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6731","Campomanesia guazumifolia","BR","Espírito Santo","Pedra redonda. Prop.Jorge Wrublewski",-40.769444,-18.975556,NA,1123813837,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.769444, -18.975556)
"6732","Miconia nervosa","BR","Espírito Santo","Pedra redonda. Prop.Jorge Wrublewski",-40.769444,-18.975556,NA,1123813845,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.769444, -18.975556)
"6733","Xylosma benthamii","BR","Espírito Santo","Caparaó",-40.981111,-19.741389,NA,1123813864,"Salicaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.981111, -19.741389)
"6734","Myrcia splendens","BR","Espírito Santo","Serra do Gelo, nascente do Rio Sta. Maria do Rio Doce",-40.763742,-19.979825,NA,1123804494,"Myrtaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.763742, -19.979825)
"6735","Xylosma prockia","BR","Espírito Santo","Serra do Gelo, nascente do Rio Sta. Maria do Rio Doce",-40.763742,-19.979825,NA,1123804474,"Salicaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.763742, -19.979825)
"6736","Myrcia plusiantha","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813806,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6737","Spirotheca rivieri","BR","Espírito Santo","Margens do Rio Sta. Maria, Rio Doce",-40.732167,-19.93975,NA,1123804485,"Malvaceae","VARIETY",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.732167, -19.93975)
"6738","Vernonanthura discolor","BR","Espírito Santo","Serra do Gelo, nascente do Rio Sta. Maria do Rio Doce",-40.780408,-19.979825,NA,1123804489,"Asteraceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.780408, -19.979825)
"6739","Posoqueria latifolia","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813827,"Rubiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6740","Schizocalyx cuspidatus","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813823,"Rubiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6741","Eugenia pisiformis","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813803,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6742","Cariniana ianeirensis","BR","Espírito Santo","estrada de Afonso Claudio, km 22",-41.036667,-19.662222,NA,1123828425,"Lecythidaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-41.036667, -19.662222)
"6743","Pseudobombax grandiflorum","BR","Espírito Santo","Pedra redonda. Prop.Jorge Wrublewski",-40.769444,-18.975556,NA,1123813860,"Malvaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.769444, -18.975556)
"6744","Erythrina verna","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813904,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6745","Casearia arborea","BR","Espírito Santo","Pedra redonda. Prop.Jorge Wrublewski",-40.769444,-18.975556,NA,1123813878,"Salicaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.769444, -18.975556)
"6746","Guarea macrophylla","BR","Espírito Santo","Pedra redonda. Prop.Jorge Wrublewski",-40.769444,-18.975556,NA,1123813862,"Meliaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.769444, -18.975556)
"6747","Myrcia plusiantha","BR","Espírito Santo","Pedra redonda. Prop.Jorge Wrublewski",-40.769444,-18.975556,NA,1123813854,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.769444, -18.975556)
"6748","Wunderlichia azulensis","BR","Espírito Santo","Pedra redonda. Prop.Jorge Wrublewski",-40.769444,-18.975556,NA,1123813852,"Asteraceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.769444, -18.975556)
"6749","Tontelea passiflora","BR","Espírito Santo","Pedra redonda. Prop.Jorge Wrublewski",-40.769444,-18.975556,NA,1123813887,"Celastraceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.769444, -18.975556)
"6750","Miconia flammea","BR","Espírito Santo","Caparaó",-40.981111,-19.741389,NA,1123813938,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.981111, -19.741389)
"6751","Piptadenia gonoacantha","BR","Espírito Santo","Misterioso",-40.739444,-19.760833,NA,1123804427,"Fabaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.739444, -19.760833)
"6752","Luehea grandiflora","BR","Espírito Santo","Cruzeirinho",-40.740083,-19.952292,NA,1123804433,"Malvaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.740083, -19.952292)
"6753","Seguieria langsdorffii","BR","Espírito Santo","São João de Petrópolis",-40.678056,-19.814167,NA,1123804437,"Phytolaccaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.678056, -19.814167)
"6754","Ficus obtusiuscula","BR","Espírito Santo","São Dalmácio",-40.640833,-19.747778,NA,1123804441,"Moraceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.640833, -19.747778)
"6755","Andira anthelmia","BR","Espírito Santo","São Pedro",-40.667806,-19.664528,NA,1123804443,"Fabaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.667806, -19.664528)
"6756","Parapiptadenia pterosperma","BR","Espírito Santo","estrada de Afonso Claudio, km22",-41.036667,-19.662222,NA,1123828417,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-41.036667, -19.662222)
"6757","Ficus obtusiuscula","BR","Espírito Santo","São João de Petrópolis",-40.678056,-19.814167,NA,1123804468,"Moraceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.678056, -19.814167)
"6758","Rudgea minor","BR","Espírito Santo","Misterioso",-40.739444,-19.760833,NA,1123804409,"Rubiaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.739444, -19.760833)
"6759","Persea rufotomentosa","BR","Espírito Santo","Santa Luzia. Firmino",-40.463333,-19.275833,NA,1123813688,"Lauraceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.463333, -19.275833)
"6760","Trichilia magnifoliola","BR","Espírito Santo","Santa Luzia. Firmino",-40.463333,-19.275833,NA,1123813701,"Meliaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.463333, -19.275833)
"6761","Miconia pusilliflora","BR","Espírito Santo","Santa Luzia. Firmino",-40.463333,-19.275833,NA,1123813709,"Melastomataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.463333, -19.275833)
"6762","Ocotea divaricata","BR","Espírito Santo","Santa Luzia. Firmino",-40.463333,-19.275833,NA,1123813700,"Lauraceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.463333, -19.275833)
"6763","Bunchosia macilenta","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.681389,-19.805556,NA,1123785634,"Malpighiaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.681389, -19.805556)
"6764","Inga striata","BR","Espírito Santo","Alto Rio Bananal",-40.416111,-19.248611,NA,1123813750,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.416111, -19.248611)
"6765","Myrcia tenuifolia","BR","Espírito Santo","Margens do Rio Sta. Maria, Rio Doce",-40.732167,-19.93975,NA,1123804473,"Myrtaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.732167, -19.93975)
"6766","Platypodium elegans","BR","Minas Gerais","Conceição do Capim, Sítio Rio Capim, estrada da Babilônia",-41.229444,-19.57,NA,1123828314,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-41.229444, -19.57)
"6767","Anadenanthera peregrina","BR","Espírito Santo","Santo Antonio do Canaã",-40.655278,-19.823889,NA,1123804452,"Fabaceae","VARIETY",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.655278, -19.823889)
"6768","Brasiliocroton mamoninha","BR","Espírito Santo","Morelo",-40.4575,-19.148333,NA,1123813711,"Euphorbiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.4575, -19.148333)
"6769","Cordia trichoclada","BR","Espírito Santo","Rochedo, área de afloramento rochoso, propr.: Ailton Corteleti.",-40.798611,-18.944167,NA,1123813682,"Cordiaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.798611, -18.944167)
"6770","Monteverdia brasiliensis","BR","Espírito Santo","Santa Luzia. Firmino",-40.463333,-19.275833,NA,1123813697,"Celastraceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.463333, -19.275833)
"6771","Pavonia alnifolia","BR","Espírito Santo","Vale do Canaã",-40.601944,-19.906111,NA,1123785638,"Malvaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.601944, -19.906111)
"6772","Myrcia cerqueiria","BR","Espírito Santo","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini",-40.551111,-19.348333,NA,1123813710,"Myrtaceae","SPECIES",NA,2006,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.551111, -19.348333)
"6773","Trichilia silvatica","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813794,"Meliaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6774","Bauhinia forficata","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813826,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6775","Cyathea phalerata","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813770,"Cyatheaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6776","Verbesina glabrata","BR","Espírito Santo","Santa Luzia. Firmino",-40.463333,-19.275833,NA,1123813757,"Asteraceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.463333, -19.275833)
"6777","Bougainvillea spectabilis","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.681389,-19.805556,NA,1123785695,"Nyctaginaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.681389, -19.805556)
"6778","Bougainvillea spectabilis","BR","Espírito Santo","Alto Rio Bananal",-40.416111,-19.248611,NA,1123813774,"Nyctaginaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.416111, -19.248611)
"6779","Inga thibaudiana","BR","Espírito Santo","Santa Luzia. Firmino",-40.463333,-19.275833,NA,1123813743,"Fabaceae","SUBSPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.463333, -19.275833)
"6780","Sorocea hilarii","BR","Espírito Santo","Santa Luzia. Firmino",-40.463333,-19.275833,NA,1123813737,"Moraceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.463333, -19.275833)
"6781","Pavonia makoyana","BR","Espírito Santo","Mata Fria",-40.683333,-19.931111,NA,1123785666,"Malvaceae","SPECIES",NA,1985,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.683333, -19.931111)
"6782","Meliosma sellowii","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813766,"Sabiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6783","Cabralea canjerana","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813751,"Meliaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6784","Erythrina verna","BR","Espírito Santo","Prop. Sr. Voito",-40.746944,-18.978611,NA,1123813798,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.746944, -18.978611)
"6785","Abarema barnebyana","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813807,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6786","Sparattosperma leucanthum","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813762,"Bignoniaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6787","Piptadenia gonoacantha","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813788,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6788","Hirtella insignis","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813801,"Chrysobalanaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6789","Macrotorus utriculatus","BR","Espírito Santo","Aguas Claras. Zequinha",-40.814444,-18.875556,NA,1123813759,"Monimiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814444, -18.875556)
"6790","Huberia espiritosantensis","BR","Espírito Santo","Pedra da Onça",-40.815556,-19.898611,NA,1123828237,"Melastomataceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.815556, -19.898611)
"6791","Mabea fistulifera","BR","Espírito Santo","Pedra redonda. Prop.Jorge Wrublewski",-40.769444,-18.975556,NA,1123813793,"Euphorbiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.769444, -18.975556)
"6792","Cariniana ianeirensis","BR","Espírito Santo","Rodovia Des. Lourival de Almeida, estrada para Ibituba/Afonso Cláudio, Km7, propriedade de Wilson Machado",-41.020833,-19.589722,NA,1123828191,"Lecythidaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-41.020833, -19.589722)
"6793","Anadenanthera colubrina","BR","Minas Gerais","Conceição do Capim, Sítio Rio Capim, estrada da Babilônia",-41.229444,-19.57,NA,1123828293,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-41.229444, -19.57)
"6794","Kuhlmanniodendron apterocarpum","BR","Espírito Santo","Alto Rio Bananal",-40.416389,-19.248889,NA,1123813733,"Achariaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.416389, -19.248889)
"6795","Senna cana","BR","Espírito Santo","Pedra da Onça",-40.814722,-19.897778,NA,1123804205,"Fabaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.814722, -19.897778)
"6796","Peltophorum dubium","BR","Espírito Santo","Estrada de Várzea Alegre p/ Santo Antônio",-40.754806,-19.895389,NA,1123804193,"Fabaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.754806, -19.895389)
"6797","Senna cana","BR","Espírito Santo","Ibituba, Pedra do Capixaba, afloramento rochoso granítico. Inselberg",-41.007778,-19.6925,NA,1123828121,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-41.007778, -19.6925)
"6798","Wunderlichia azulensis","BR","Espírito Santo","Alto Misterioso, pedra 4a",-40.770472,-19.803278,NA,1123828097,"Asteraceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.770472, -19.803278)
"6799","Seguieria langsdorffii","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.692778,-19.805833,NA,1123828152,"Phytolaccaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.692778, -19.805833)
"6800","Allophylus semidentatus","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.676528,-19.806889,NA,1123828147,"Sapindaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.676528, -19.806889)
"6801","Trichilia pseudostipularis","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.676417,-19.80725,NA,1123828141,"Meliaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.676417, -19.80725)
"6802","Trichilia pseudostipularis","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.693556,-19.804806,NA,1123828101,"Meliaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.693556, -19.804806)
"6803","Bauhinia longifolia","BR","Espírito Santo","São Dalmácio",-40.640833,-19.747778,NA,1123804216,"Fabaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.640833, -19.747778)
"6804","Trichilia hirta","BR","Espírito Santo","São João de Petrópolis, E.A.F.S.T.",-40.668742,-19.813778,NA,1123828129,"Meliaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MBML","MBML-HERBARIO",c(-40.668742, -19.813778)
